epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,83.5701,0.64861,1.44232,1.50767,0.60508,0.21706,0.25594,0.22737,0.50583,3.12199,1.3429,0.000254127,0.000254127,0.000254127
23,86.7275,0.59733,1.40756,1.44727,0.46473,0.19547,0.22425,0.20266,0.50522,3.15973,1.35638,0.000245514,0.000245514,0.000245514
24,90.0006,0.62512,1.39619,1.47729,0.49273,0.15421,0.22025,0.20097,0.47464,3.1974,1.3965,0.000236901,0.000236901,0.000236901
25,93.2226,0.52453,1.24207,1.42753,0.48367,0.18046,0.21888,0.19825,0.46555,3.23753,1.44965,0.000228288,0.000228288,0.000228288
26,96.4641,0.56769,1.25817,1.533,0.31146,0.22476,0.22069,0.19963,0.46854,3.40424,1.37997,0.000219675,0.000219675,0.000219675
27,99.5404,0.5646,1.19492,1.49444,0.15167,0.25759,0.22948,0.20408,0.47232,3.47699,1.35728,0.000211062,0.000211062,0.000211062
28,102.685,0.55038,1.12624,1.42508,0.34472,0.18405,0.23547,0.21474,0.45944,3.30466,1.35869,0.000202449,0.000202449,0.000202449
29,105.853,0.5447,1.15078,1.37583,0.36459,0.19744,0.25431,0.23082,0.44741,3.14643,1.4429,0.000193836,0.000193836,0.000193836
30,109.196,0.55468,1.12456,1.44433,0.10477,0.47619,0.26644,0.24431,0.43657,3.12021,1.46895,0.000185223,0.000185223,0.000185223
31,112.407,0.5246,1.08073,1.43447,0.1092,0.47619,0.26478,0.24389,0.43442,3.14277,1.39212,0.00017661,0.00017661,0.00017661
32,115.62,0.56324,1.05026,1.47104,0.11345,0.40952,0.26147,0.23932,0.44409,3.30596,1.44301,0.000167997,0.000167997,0.000167997
33,118.802,0.52448,0.95425,1.46225,0.11259,0.4,0.25432,0.23189,0.44061,3.42971,1.43253,0.000159384,0.000159384,0.000159384
34,122.144,0.49532,0.97227,1.35876,0.11427,0.38095,0.23754,0.21671,0.43825,3.54801,1.41954,0.000150771,0.000150771,0.000150771
35,125.329,0.51832,0.97503,1.45402,0.11731,0.38095,0.22586,0.20482,0.44561,3.57325,1.43258,0.000142158,0.000142158,0.000142158
36,128.465,0.48751,0.87972,1.35574,0.12031,0.3619,0.22526,0.20311,0.45269,3.56731,1.4355,0.000133545,0.000133545,0.000133545
37,131.59,0.52173,0.92753,1.46449,0.12024,0.3619,0.22492,0.20381,0.44709,3.53008,1.4192,0.000124932,0.000124932,0.000124932
38,134.692,0.48908,0.92527,1.34997,0.11611,0.3619,0.24152,0.22311,0.42774,3.43199,1.3988,0.000116319,0.000116319,0.000116319
39,137.944,0.48821,0.88234,1.40589,0.18275,0.26571,0.24407,0.22653,0.42332,3.39965,1.39458,0.000107706,0.000107706,0.000107706
40,141.251,0.48792,0.83836,1.37448,0.35451,0.25429,0.25172,0.23202,0.42285,3.42875,1.39806,9.9093e-05,9.9093e-05,9.9093e-05
41,169.026,0.35671,0.84647,1.34754,0.20188,0.26571,0.25249,0.23094,0.43125,3.50402,1.39438,9.048e-05,9.048e-05,9.048e-05
42,172.277,0.36828,0.78322,1.27273,0.11249,0.32381,0.24806,0.22818,0.43619,3.64197,1.40604,8.1867e-05,8.1867e-05,8.1867e-05
43,175.424,0.39846,0.89313,1.2899,0.1178,0.32381,0.24278,0.22357,0.43648,3.68363,1.40728,7.3254e-05,7.3254e-05,7.3254e-05
44,178.685,0.37054,0.89315,1.22799,0.11261,0.30476,0.23214,0.21455,0.43282,3.70888,1.40412,6.4641e-05,6.4641e-05,6.4641e-05
45,181.893,0.35902,0.80943,1.27245,0.11769,0.31429,0.23146,0.2126,0.43687,3.71549,1.38286,5.6028e-05,5.6028e-05,5.6028e-05
46,185.031,0.34134,0.73681,1.24525,0.11727,0.32381,0.23011,0.21168,0.43344,3.70531,1.37666,4.7415e-05,4.7415e-05,4.7415e-05
47,188.101,0.33054,0.74086,1.15924,0.11729,0.32381,0.22882,0.21073,0.42827,3.6876,1.38786,3.8802e-05,3.8802e-05,3.8802e-05
48,191.207,0.32815,0.72166,1.19828,0.11743,0.32381,0.23006,0.21288,0.42734,3.67116,1.39378,3.0189e-05,3.0189e-05,3.0189e-05
49,194.338,0.3383,0.71974,1.20893,0.11639,0.32381,0.22783,0.21051,0.43042,3.66727,1.39788,2.1576e-05,2.1576e-05,2.1576e-05
50,197.447,0.33592,0.68814,1.29103,0.11529,0.32381,0.23105,0.21357,0.43632,3.65876,1.40873,1.2963e-05,1.2963e-05,1.2963e-05
