epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,92.2976,0.57866,1.20301,1.42174,0.09447,0.5619,0.14787,0.13281,0.51928,3.79568,1.5492,0.000236901,0.000236901,0.000236901
25,95.5654,0.57523,1.17278,1.42472,0.09773,0.57143,0.15542,0.14051,0.51438,3.88341,1.53766,0.000228288,0.000228288,0.000228288
26,98.7337,0.56124,1.05487,1.31294,0.09863,0.5619,0.18848,0.16936,0.49767,3.82258,1.5021,0.000219675,0.000219675,0.000219675
27,101.904,0.56209,1.07894,1.45847,0.10555,0.54286,0.19972,0.18313,0.48643,3.62848,1.43712,0.000211062,0.000211062,0.000211062
28,105.762,0.60007,1.09862,1.48551,0.1149,0.54286,0.19046,0.1722,0.49833,3.59626,1.39012,0.000202449,0.000202449,0.000202449
29,108.861,0.54349,0.99106,1.32158,0.11678,0.53333,0.19254,0.17626,0.48666,3.57955,1.41256,0.000193836,0.000193836,0.000193836
30,112.167,0.53586,0.96565,1.36619,0.11206,0.53333,0.19807,0.18189,0.46824,3.46953,1.46682,0.000185223,0.000185223,0.000185223
31,115.417,0.51076,0.93806,1.33534,0.11781,0.55238,0.23192,0.21401,0.48049,3.4474,1.48971,0.00017661,0.00017661,0.00017661
32,119.347,0.52118,0.91619,1.3606,0.12181,0.54286,0.25188,0.23265,0.49288,3.50296,1.4868,0.000167997,0.000167997,0.000167997
33,123.332,0.55382,0.88777,1.43584,0.12497,0.54286,0.25194,0.23074,0.49361,3.52312,1.4789,0.000159384,0.000159384,0.000159384
34,126.596,0.5151,0.88889,1.32213,0.1285,0.53333,0.22592,0.20591,0.47497,3.59933,1.46358,0.000150771,0.000150771,0.000150771
35,129.894,0.51138,0.83549,1.35279,0.12632,0.52381,0.21322,0.19271,0.47041,3.67545,1.4784,0.000142158,0.000142158,0.000142158
36,133.222,0.54426,0.92957,1.35224,0.12132,0.52381,0.23188,0.20679,0.49049,3.70904,1.49828,0.000133545,0.000133545,0.000133545
37,136.364,0.49006,0.80457,1.33232,0.12206,0.52381,0.24248,0.21432,0.498,3.69971,1.49512,0.000124932,0.000124932,0.000124932
38,139.533,0.49104,0.81305,1.32914,0.11982,0.52381,0.2436,0.214,0.51626,3.67428,1.48496,0.000116319,0.000116319,0.000116319
39,142.716,0.54934,0.86599,1.45994,0.12373,0.53333,0.23359,0.20879,0.4995,3.67855,1.47699,0.000107706,0.000107706,0.000107706
40,145.936,0.4781,0.78437,1.28344,0.12435,0.53333,0.23404,0.21035,0.4898,3.64789,1.46574,9.9093e-05,9.9093e-05,9.9093e-05
41,174.813,0.35279,0.75945,1.17828,0.12284,0.53333,0.23585,0.21146,0.48728,3.62215,1.47358,9.048e-05,9.048e-05,9.048e-05
42,178.02,0.35374,0.70343,1.28523,0.12013,0.52381,0.23549,0.2108,0.48837,3.58868,1.4938,8.1867e-05,8.1867e-05,8.1867e-05
43,181.183,0.3484,0.71204,1.16769,0.12252,0.52381,0.23524,0.21083,0.48192,3.60357,1.51324,7.3254e-05,7.3254e-05,7.3254e-05
44,184.388,0.34168,0.724,1.22441,0.14037,0.52381,0.23591,0.21181,0.46223,3.73162,1.49405,6.4641e-05,6.4641e-05,6.4641e-05
45,187.59,0.31799,0.6441,1.20438,0.14271,0.52381,0.23189,0.20929,0.45534,3.79364,1.48695,5.6028e-05,5.6028e-05,5.6028e-05
46,190.869,0.35325,0.67865,1.26267,0.14185,0.52381,0.23016,0.20811,0.44903,3.88474,1.48265,4.7415e-05,4.7415e-05,4.7415e-05
47,194.053,0.32763,0.64894,1.1676,0.14538,0.52381,0.23248,0.21047,0.44567,3.92913,1.45156,3.8802e-05,3.8802e-05,3.8802e-05
48,197.153,0.32275,0.61597,1.19517,0.14065,0.52381,0.23438,0.21368,0.44415,3.92273,1.43453,3.0189e-05,3.0189e-05,3.0189e-05
49,200.227,0.33586,0.61736,1.2148,0.14088,0.52381,0.23445,0.21386,0.44523,3.92536,1.43602,2.1576e-05,2.1576e-05,2.1576e-05
50,203.425,0.32575,0.6141,1.20215,0.13636,0.52381,0.23518,0.21456,0.44258,3.91746,1.44481,1.2963e-05,1.2963e-05,1.2963e-05
